stateabbr,statedesc,measureid,measure,category,county_count,mean_prevalence,median_prevalence,min_prevalence,max_prevalence
VA,Virginia,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,133,14.18,13.1,3.8,29.7
VA,Virginia,GHLTH,Fair or poor self-rated health status among adults,Health Status,133,19.93,19.8,10.4,28.3
VA,Virginia,HEARING,Hearing disability among adults,Disability,133,6.29,6.2,4.5,8.4
VA,Virginia,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,133,33.84,33.9,31.3,35.9
VA,Virginia,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,133,13.25,12.7,5.9,24.3
VA,Virginia,INDEPLIVE,Independent living disability among adults,Disability,133,8.93,8.8,4.4,13.0
VA,Virginia,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,133,8.97,8.5,4.1,15.5
VA,Virginia,LONELINESS,Loneliness among adults,Health-Related Social Needs,133,35.13,35.0,30.4,40.0
VA,Virginia,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,133,25.78,25.7,15.1,34.9
VA,Virginia,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,133,76.18,76.2,68.0,82.7
VA,Virginia,MHLTH,Frequent mental distress among adults,Health Status,133,18.53,18.6,12.7,22.0
VA,Virginia,MOBILITY,Mobility disability among adults,Disability,133,13.82,13.6,7.4,19.7
VA,Virginia,OBESITY,Obesity among adults,Health Outcomes,133,37.9,38.3,23.8,46.6
VA,Virginia,PHLTH,Frequent physical distress among adults,Health Status,133,13.73,13.6,8.7,17.5
VA,Virginia,SELFCARE,Self-care disability among adults,Disability,133,3.8,3.7,1.7,6.2
VA,Virginia,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,133,8.93,8.4,3.7,17.5
VA,Virginia,SLEEP,Short sleep duration among adults,Health Risk Behaviors,133,38.09,37.9,28.1,48.6
VA,Virginia,STROKE,Stroke among adults,Health Outcomes,133,3.27,3.2,1.9,4.7
VA,Virginia,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,133,14.43,14.0,4.0,27.4
VA,Virginia,VISION,Vision disability among adults,Disability,133,5.12,4.9,2.5,8.3
VT,Vermont,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,14,6.74,6.6,5.4,8.9
VT,Vermont,ARTHRITIS,Arthritis among adults,Health Outcomes,14,23.46,23.65,21.1,24.9
VT,Vermont,BINGE,Binge drinking among adults,Health Risk Behaviors,14,18.94,18.7,18.3,20.2
VT,Vermont,BPHIGH,High blood pressure among adults,Health Outcomes,14,27.4,27.7,24.3,30.1
VT,Vermont,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,14,54.39,54.25,52.6,56.5
VT,Vermont,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,14,7.6,7.6,7.4,7.9
VT,Vermont,CASTHMA,Current asthma among adults,Health Outcomes,14,11.34,11.35,10.8,12.0
VT,Vermont,CHD,Coronary heart disease among adults,Health Outcomes,14,4.99,4.9,4.4,6.0
VT,Vermont,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,14,72.68,72.9,69.3,75.3
VT,Vermont,CHOLSCREEN,Cholesterol screening among adults,Prevention,14,83.04,83.15,80.4,84.8
VT,Vermont,COGNITION,Cognitive disability among adults,Disability,14,13.83,13.5,12.1,17.0
VT,Vermont,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,14,61.74,61.1,57.5,66.5
VT,Vermont,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,14,5.64,5.55,4.6,7.5
VT,Vermont,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,14,12.59,12.5,9.2,17.0
VT,Vermont,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,14,66.99,67.9,61.0,72.6
VT,Vermont,DEPRESSION,Depression among adults,Health Outcomes,14,27.99,28.1,26.2,31.5
VT,Vermont,DIABETES,Diagnosed diabetes among adults,Health Outcomes,14,7.29,7.2,6.2,8.6
VT,Vermont,DISABILITY,Any disability among adults,Disability,14,25.39,26.05,21.5,30.6
VT,Vermont,GHLTH,Fair or poor self-rated health status among adults,Health Status,14,14.37,14.4,11.3,19.0
VT,Vermont,HEARING,Hearing disability among adults,Disability,14,6.41,6.25,5.6,7.6
VT,Vermont,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,14,26.99,27.0,25.0,28.6
VT,Vermont,INDEPLIVE,Independent living disability among adults,Disability,14,6.99,6.9,5.8,9.2
VT,Vermont,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,14,19.08,18.3,14.1,24.2
VT,Vermont,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,14,75.81,75.55,72.7,79.8
VT,Vermont,MHLTH,Frequent mental distress among adults,Health Status,14,17.8,17.7,16.1,19.9
VT,Vermont,MOBILITY,Mobility disability among adults,Disability,14,9.44,9.35,7.8,12.2
VT,Vermont,OBESITY,Obesity among adults,Health Outcomes,14,30.39,30.35,23.6,36.4
VT,Vermont,PHLTH,Frequent physical distress among adults,Health Status,14,11.96,11.9,10.6,14.5
VT,Vermont,SELFCARE,Self-care disability among adults,Disability,14,2.9,2.85,2.5,3.9
VT,Vermont,SLEEP,Short sleep duration among adults,Health Risk Behaviors,14,31.19,31.15,26.4,36.0
VT,Vermont,STROKE,Stroke among adults,Health Outcomes,14,2.71,2.7,2.4,3.3
VT,Vermont,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,14,11.54,11.9,6.7,20.2
VT,Vermont,VISION,Vision disability among adults,Disability,14,3.78,3.65,3.2,5.1
WA,Washington,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,39,10.11,8.7,6.6,24.2
WA,Washington,ARTHRITIS,Arthritis among adults,Health Outcomes,39,23.78,23.8,18.9,27.8
WA,Washington,BINGE,Binge drinking among adults,Health Risk Behaviors,39,18.12,18.3,15.8,20.5
WA,Washington,BPHIGH,High blood pressure among adults,Health Outcomes,39,29.06,29.0,25.6,32.4
WA,Washington,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,39,51.44,51.4,49.4,55.4
WA,Washington,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,39,7.23,7.3,6.0,7.7
WA,Washington,CASTHMA,Current asthma among adults,Health Outcomes,39,11.29,11.3,9.7,12.7
WA,Washington,CHD,Coronary heart disease among adults,Health Outcomes,39,5.31,5.3,4.0,6.6
WA,Washington,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,39,68.08,67.9,64.6,71.3
WA,Washington,CHOLSCREEN,Cholesterol screening among adults,Prevention,39,80.76,80.7,77.5,85.4
WA,Washington,COGNITION,Cognitive disability among adults,Disability,39,15.8,15.8,11.1,20.1
WA,Washington,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,39,59.12,59.3,51.4,64.7
WA,Washington,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,39,5.46,5.4,3.3,6.9
WA,Washington,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,39,12.41,12.2,7.1,16.7
WA,Washington,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,39,62.46,62.1,52.9,71.9
WA,Washington,DEPRESSION,Depression among adults,Health Outcomes,39,26.23,26.8,20.9,30.1
WA,Washington,DIABETES,Diagnosed diabetes among adults,Health Outcomes,39,9.21,9.1,7.0,13.1
WA,Washington,DISABILITY,Any disability among adults,Disability,39,29.59,29.3,20.8,36.5
WA,Washington,GHLTH,Fair or poor self-rated health status among adults,Health Status,39,18.1,17.4,12.4,27.9
WA,Washington,HEARING,Hearing disability among adults,Disability,39,6.61,6.5,4.6,8.0
WA,Washington,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,39,30.28,30.3,27.9,32.5
WA,Washington,INDEPLIVE,Independent living disability among adults,Disability,39,7.94,7.7,5.2,10.8
WA,Washington,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,39,19.57,19.0,13.6,30.1
WA,Washington,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,39,70.61,71.3,61.6,76.4
WA,Washington,MHLTH,Frequent mental distress among adults,Health Status,39,18.28,18.3,14.7,20.8
WA,Washington,MOBILITY,Mobility disability among adults,Disability,39,11.5,11.2,7.2,16.3
WA,Washington,OBESITY,Obesity among adults,Health Outcomes,39,34.21,35.0,22.4,40.3
WA,Washington,PHLTH,Frequent physical distress among adults,Health Status,39,13.41,13.3,9.6,16.8
WA,Washington,SELFCARE,Self-care disability among adults,Disability,39,3.46,3.3,2.3,5.7
WA,Washington,SLEEP,Short sleep duration among adults,Health Risk Behaviors,39,32.85,32.3,28.9,40.2
WA,Washington,STROKE,Stroke among adults,Health Outcomes,39,2.92,2.9,2.3,3.7
WA,Washington,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,39,11.76,11.6,4.5,18.0
WA,Washington,VISION,Vision disability among adults,Disability,39,4.63,4.4,3.2,8.8
WI,Wisconsin,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,72,8.46,8.5,5.9,11.9
WI,Wisconsin,ARTHRITIS,Arthritis among adults,Health Outcomes,72,23.31,23.4,19.3,26.1
WI,Wisconsin,BINGE,Binge drinking among adults,Health Risk Behaviors,72,21.43,21.5,17.2,23.6
WI,Wisconsin,BPHIGH,High blood pressure among adults,Health Outcomes,72,29.47,29.45,24.6,34.4
WI,Wisconsin,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,72,57.56,57.55,55.8,61.7
WI,Wisconsin,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,72,7.12,7.1,6.1,7.4
WI,Wisconsin,CASTHMA,Current asthma among adults,Health Outcomes,72,11.03,11.05,9.9,14.1
WI,Wisconsin,CHD,Coronary heart disease among adults,Health Outcomes,72,5.6,5.5,4.5,7.0
WI,Wisconsin,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,72,74.7,74.5,71.5,77.9
WI,Wisconsin,CHOLSCREEN,Cholesterol screening among adults,Prevention,72,83.17,83.1,80.3,86.2
WI,Wisconsin,COGNITION,Cognitive disability among adults,Disability,72,14.22,14.2,11.0,18.2
WI,Wisconsin,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,72,61.53,61.45,55.9,66.5
WI,Wisconsin,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,72,5.97,5.9,4.1,7.6
WI,Wisconsin,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,72,15.48,15.2,10.4,23.9
WI,Wisconsin,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,72,64.74,64.8,53.2,74.0
WI,Wisconsin,DEPRESSION,Depression among adults,Health Outcomes,72,24.64,24.65,21.4,27.6
WI,Wisconsin,DIABETES,Diagnosed diabetes among adults,Health Outcomes,72,9.66,9.5,7.8,15.3
WI,Wisconsin,DISABILITY,Any disability among adults,Disability,72,29.12,29.1,23.0,39.1
WI,Wisconsin,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,72,20.82,20.8,17.1,27.5
WI,Wisconsin,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,72,12.95,12.6,8.0,28.9
WI,Wisconsin,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,72,13.67,13.15,7.5,28.3
WI,Wisconsin,GHLTH,Fair or poor self-rated health status among adults,Health Status,72,17.38,17.15,12.7,26.1
WI,Wisconsin,HEARING,Hearing disability among adults,Disability,72,6.33,6.3,5.2,8.7
WI,Wisconsin,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,72,29.61,29.5,27.4,32.8
WI,Wisconsin,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,72,10.69,10.45,7.2,21.4
WI,Wisconsin,INDEPLIVE,Independent living disability among adults,Disability,72,8.13,8.0,5.9,12.1
WI,Wisconsin,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,72,7.32,7.1,5.0,15.7
WI,Wisconsin,LONELINESS,Loneliness among adults,Health-Related Social Needs,72,31.68,31.55,27.8,36.2
WI,Wisconsin,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,72,27.02,27.3,19.6,35.8
WI,Wisconsin,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,72,78.25,77.85,73.6,83.6
WI,Wisconsin,MHLTH,Frequent mental distress among adults,Health Status,72,17.29,17.25,14.2,20.7
WI,Wisconsin,MOBILITY,Mobility disability among adults,Disability,72,11.81,11.7,8.8,17.9
WI,Wisconsin,OBESITY,Obesity among adults,Health Outcomes,72,38.86,39.15,30.4,45.8
WI,Wisconsin,PHLTH,Frequent physical distress among adults,Health Status,72,12.7,12.7,10.1,17.2
WI,Wisconsin,SELFCARE,Self-care disability among adults,Disability,72,3.28,3.2,2.3,4.9
WI,Wisconsin,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,72,6.18,5.9,4.1,13.4
WI,Wisconsin,SLEEP,Short sleep duration among adults,Health Risk Behaviors,72,34.06,33.9,29.2,39.5
WI,Wisconsin,STROKE,Stroke among adults,Health Outcomes,72,2.9,2.85,2.3,4.2
WI,Wisconsin,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,72,11.55,11.35,4.4,19.3
WI,Wisconsin,VISION,Vision disability among adults,Disability,72,4.27,4.1,3.0,8.1
WV,West Virginia,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,55,9.55,9.4,7.2,14.3
WV,West Virginia,ARTHRITIS,Arthritis among adults,Health Outcomes,55,32.39,32.4,28.6,35.1
WV,West Virginia,BINGE,Binge drinking among adults,Health Risk Behaviors,55,15.99,16.0,14.3,17.6
WV,West Virginia,BPHIGH,High blood pressure among adults,Health Outcomes,55,38.97,38.7,35.1,44.6
WV,West Virginia,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,55,60.97,61.0,57.9,63.4
WV,West Virginia,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,55,7.4,7.4,6.9,7.6
WV,West Virginia,CASTHMA,Current asthma among adults,Health Outcomes,55,12.44,12.4,11.5,13.4
WV,West Virginia,CHD,Coronary heart disease among adults,Health Outcomes,55,6.95,6.9,5.6,8.9
WV,West Virginia,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,55,77.95,78.0,76.6,79.7
WV,West Virginia,CHOLSCREEN,Cholesterol screening among adults,Prevention,55,83.57,83.6,79.6,86.4
WV,West Virginia,COGNITION,Cognitive disability among adults,Disability,55,20.52,20.3,16.1,25.7
WV,West Virginia,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,55,59.38,59.2,51.5,66.4
WV,West Virginia,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,55,9.41,9.3,6.5,13.6
WV,West Virginia,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,55,21.44,21.4,15.1,29.3
WV,West Virginia,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,55,52.12,52.0,40.7,61.8
WV,West Virginia,DEPRESSION,Depression among adults,Health Outcomes,55,32.37,32.3,28.6,36.2
WV,West Virginia,DIABETES,Diagnosed diabetes among adults,Health Outcomes,55,13.2,13.1,11.2,17.4
WV,West Virginia,DISABILITY,Any disability among adults,Disability,55,38.13,38.1,29.7,46.9
WV,West Virginia,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,55,24.27,24.5,20.7,27.8
WV,West Virginia,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,55,18.27,17.9,12.6,30.2
WV,West Virginia,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,55,20.52,19.7,12.7,36.2
WV,West Virginia,GHLTH,Fair or poor self-rated health status among adults,Health Status,55,25.13,24.7,18.9,34.8
WV,West Virginia,HEARING,Hearing disability among adults,Disability,55,7.57,7.6,6.1,9.2
WV,West Virginia,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,55,36.39,36.5,33.9,37.9
WV,West Virginia,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,55,14.43,14.1,10.9,21.6
WV,West Virginia,INDEPLIVE,Independent living disability among adults,Disability,55,11.15,10.9,8.1,15.6
WV,West Virginia,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,55,10.08,9.9,7.5,15.7
WV,West Virginia,LONELINESS,Loneliness among adults,Health-Related Social Needs,55,35.51,35.5,32.0,39.0
WV,West Virginia,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,55,32.65,32.6,24.3,42.6
WV,West Virginia,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,55,74.43,74.2,68.1,82.2
WV,West Virginia,MHLTH,Frequent mental distress among adults,Health Status,55,23.43,23.4,19.9,26.6
WV,West Virginia,MOBILITY,Mobility disability among adults,Disability,55,16.12,15.9,12.4,22.0
WV,West Virginia,OBESITY,Obesity among adults,Health Outcomes,55,41.33,41.3,34.2,46.2
WV,West Virginia,PHLTH,Frequent physical distress among adults,Health Status,55,16.61,16.5,13.3,20.4
WV,West Virginia,SELFCARE,Self-care disability among adults,Disability,55,4.24,4.1,3.1,6.7
WV,West Virginia,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,55,12.77,12.5,9.6,19.7
WV,West Virginia,SLEEP,Short sleep duration among adults,Health Risk Behaviors,55,43.02,43.4,36.4,48.7
WV,West Virginia,STROKE,Stroke among adults,Health Outcomes,55,3.46,3.4,2.8,4.7
WV,West Virginia,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,55,21.97,21.5,11.3,34.2
WV,West Virginia,VISION,Vision disability among adults,Disability,55,5.53,5.4,4.1,8.8
WY,Wyoming,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,23,12.06,12.2,9.3,15.2
WY,Wyoming,ARTHRITIS,Arthritis among adults,Health Outcomes,23,22.14,22.1,19.5,23.8
WY,Wyoming,BINGE,Binge drinking among adults,Health Risk Behaviors,23,17.19,17.0,15.4,19.2
WY,Wyoming,BPHIGH,High blood pressure among adults,Health Outcomes,23,28.4,28.7,24.3,30.3
WY,Wyoming,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,23,51.92,52.1,50.4,53.3
WY,Wyoming,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,23,7.37,7.4,7.1,7.6
WY,Wyoming,CASTHMA,Current asthma among adults,Health Outcomes,23,10.29,10.3,9.0,11.3
WY,Wyoming,CHD,Coronary heart disease among adults,Health Outcomes,23,5.48,5.6,4.3,6.0
WY,Wyoming,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,23,66.56,66.9,63.1,70.0
WY,Wyoming,CHOLSCREEN,Cholesterol screening among adults,Prevention,23,79.82,79.5,78.4,83.5
WY,Wyoming,COGNITION,Cognitive disability among adults,Disability,23,15.09,15.4,10.8,16.9
WY,Wyoming,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,23,52.02,51.9,47.5,59.4
WY,Wyoming,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,23,6.23,6.4,4.0,7.3
WY,Wyoming,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,23,14.68,15.0,9.0,16.9
WY,Wyoming,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,23,60.85,60.3,54.9,70.2
WY,Wyoming,DEPRESSION,Depression among adults,Health Outcomes,23,22.23,22.0,18.4,24.6
